,points,title,description,price,variety,region_1,region_2,province,country,winery
6643,87,Piggy Bank 2011 Sauvignon Blanc (Elqui Valley),"This opens with an oily note that's soon replaced by generic white peach and apple scents. It feels plump, with chunky flavors of citrus, kiwi and lime, and it's mild yet fairly long on the tail end.",13.0,Sauvignon Blanc,,,Elqui Valley,Chile,Piggy Bank
6888,92,Viña Bisquertt 2012 Ecos de Rulo Malbec (Marchigue),"This full-bodied Malbec out-performs its price. Ripe blackberry and pencil aromas set up a dense, tight, structured palate with focused, drilling flavors of blackberry and licorice. If you like layered, full-fruit reds with balance and harmony, this is it.",19.0,Malbec,,,Marchigue,Chile,Viña Bisquertt
6903,92,Lapostolle 2011 Collection Unfiltered Mourvèdre (Apalta),"Complete and satisfying, this Mourvèdre delivers punchy, alluring aromas of leather, rubber and dark berry fruits. This is deep and pure in the mouth, with excellent balance. Flavors of raspberry, spiced plum, currant and herbs finish long and elegant. Drink through 2018.",30.0,Mourvèdre,,,Apalta,Chile,Lapostolle
6909,87,Viña Tabalí 2013 Reserva Especial Cabernet Franc (Limarí Valley),"Reduced gritty foresty aromas revolve around herbal berry and plum fruit. This feels heavy, concentrated, tannic and slightly collapsed. Dark blackened herbal berry and chocolate flavors finish hard due to abrasive tannins and enamel-peeling acidity.",19.0,Cabernet Franc,,,Limarí Valley,Chile,Viña Tabalí
6912,87,Château Los Boldos 2015 Grande Réserve Cabernet Sauvignon (Cachapoal Valley),"Lightly herbal berry fruit aromas are nothing you haven't seen before. In the mouth, this Cabernet is choppy and showing bold acidity. Flavors of plum and currant are racy and a touch spicy, while this is scouring on the finish.",17.0,Cabernet Sauvignon,,,Cachapoal Valley,Chile,Château Los Boldos
6915,87,Errazuriz 2016 Sauvignon Blanc (Aconcagua Costa),Briny grassy aromas are barely ripe and smell of match stick. This feels citric and more or less normal for a coastal SB. Pithy flavors of grapefruit skins blend with passion fruit in front of a juicy finish that tastes of white grapefruit and green herbs.,23.0,Sauvignon Blanc,,,Aconcagua Costa,Chile,Errazuriz
6919,87,Lapostolle 2015 Grand Selection Chardonnay (Rapel Valley),"Plump, buttery aromas of apple and peach suggest popcorn. Typical of a Lapostolle Chardonnay, this feels a bit chunky and oily. Flavors of pineapple are slightly syrupy and oaky, while this tastes of honey, butter, stone fruits and mango on the finish.",14.0,Chardonnay,,,Rapel Valley,Chile,Lapostolle
6933,87,Ritual 2015 Merlot (Casablanca Valley),"Leafy, slightly damp aromas include notes of spiced plum and herbs. On the palate, this is fairly stocky and chewy. A mixture of berry, spice and peppery flavors finishes with perceptible spicy oak.",14.0,Merlot,,,Casablanca Valley,Chile,Ritual
7083,91,Santa Carolina 2011 VSC Red (Cachapoal Valley),"Heavy, raisiny, ripe aromas of prune and earthy blackberry set up a chewy, oaky, mildly tannic palate that's fully stuffed with woody, baked, almost malty flavors of blackberry, chocolate and toast. This is a rich, ripe number, with a loamy, toasty finish that shows black licorice and jammy cassis flavors. Drink through 2018.",40.0,Red Blend,,,Cachapoal Valley,Chile,Santa Carolina
7087,91,Viña Casablanca 2012 Neblus Syrah (Casablanca Valley),"Graphite, wood grain, spice and black-fruit aromas are full and a touch funky. Tight, crisp and direct on the palate, this Syrah sports a good mouthfeel and toasty, herbal flavors of blackberry and mixed hard spices. Baked berry fruit flavors and chewy tannins are wrapped in an oaky finish. Drink through 2018.",40.0,Syrah,,,Casablanca Valley,Chile,Viña Casablanca
7100,91,Matetic 2012 EQ Syrah (San Antonio),"Jammy, earthy, chocolaty blackberry aromas come with a minerally note of vitamins and grit. This is bold and lively on the palate, with black plum, brandied cherry, herb and charred-oak flavors. Burnt toast and blackened berry flavors finish woody, chocolaty and lemony.",43.0,Syrah,,,San Antonio,Chile,Matetic
7123,89,Cono Sur 2015 Organically Grown Grapes Cabernet Sauvignon-Carmenere-Syrah Red (Chile),"Saucy black-fruit aromas are beefy, dense and spicy. In the mouth, this blend of Cabernet, Carmenère and Syrah is chunky, with hard tannins. Herbal, spicy black-fruit flavors include tea and coffee notes, while the finish tastes herbal and peppery, with a leafy aftertaste attributable to the Carmenère.",14.0,Red Blend,,,Chile,Chile,Cono Sur
7151,86,Leyda 2012 Single Vineyard Cahuil Vineyard Pinot Noir (Leyda Valley),"Baked, leathery aromas of animal hide and sun-drenched berries set up a ripe, slightly out of shape palate with flavors of raspberry, plum and apple skins. A sweet tasting, tutti-frutti finish is short and basic. This reads like a wine from a hot year, which 2012 was.",27.0,Pinot Noir,,,Leyda Valley,Chile,Leyda
7152,86,Anakena 2013 Enco Reserve Sauvignon Blanc (Leyda Valley),"This is a bit vegetal on the nose, where nectarine aromas compete with greener notes of canned beans and asparagus. In the mouth, this is oily in feel, while flavors of green fruits trend toward herbaceous. A minerally finish with citrus flavors and herbal leftovers is what you'd expect.",14.0,Sauvignon Blanc,,,Leyda Valley,Chile,Anakena
7157,86,Casa Silva 2012 Cuvée Carmenère (Colchagua Valley),"Wild berry and spice aromas are herbal. This is not that lively in feel, with herbal blue-fruit flavors of blackberry and juniper. This is more green on the finish, which is modestly structured.",15.0,Carmenère,,,Colchagua Valley,Chile,Casa Silva
7201,89,Château Los Boldos 2015 Grande Réserve Carmenère (Cachapoal Valley),"Earthy, gamy aromas of blackberry and other berry fruits are meaty and sauvage. This Carmenère rings with acidity, lending a sense of raciness to the palate. Flavors of currant and plum are tart but also buttery, while an oak-infused finish is long lasting.",17.0,Carmenère,,,Cachapoal Valley,Chile,Château Los Boldos
7204,89,Concha y Toro 2016 Marques de Casa Concha Chardonnay (Limarí Valley),"Oaky aromas of bacon and ham blend with vanilla on the nose of this plump, melony wine. Flavors of resiny oak, Animal Cracker cookies and melon turn overtly spicy on the finish that includes a hint of clove.",22.0,Chardonnay,,,Limarí Valley,Chile,Concha y Toro
7225,89,Kingston Family 2015 CJ's Barrel Syrah (Casablanca Valley),"The distinct smell of fresh asphalt along with leather, burnt coffee, charred oak and black cherry make up the nose. In the mouth, this wine is wiry and acidic. Spiced black-plum flavors are peppery, riding a beam of acidity on a finish that could use more weight and tannins for balance. Drink through 2024.",44.0,Syrah,,,Casablanca Valley,Chile,Kingston Family
7227,86,Viña Casas Patronales 2010 Reserva Carmenère (Maule Valley),"Toasty, tarry aromas include dark berry and baked plum notes. This offers ample tartaric acidity to cut the wine's weight, while flavors of berry, tea, mint and herbs lead to a good tasting but hollow feeling finish.",11.0,Carmenère,,,Maule Valley,Chile,Viña Casas Patronales
7238,86,Casa Viva 2010 Reserve Cabernet Sauvignon (Rapel Valley),"Initial gaseous, rubbery aromas subside with time in the glass. This remains minty and herbal on the nose, while olive, eucalyptus and red-fruit flavors carry the palate to a firm, solid-feeling, minty and lightly green finish.",13.0,Cabernet Sauvignon,,,Rapel Valley,Chile,Casa Viva
7240,86,Chilensis 2012 Reserva Estate Bottled Sauvignon Blanc (Maule Valley),"Despite showing neutrality on the bouquet, you will find modest salinic, citrusy aromas. The palate feels round and good, with flavors of orange and briny lime. A fleshy feeling, citrusy tasting finish is nice even if it isn't overly zesty. Drink now.",12.0,Sauvignon Blanc,,,Maule Valley,Chile,Chilensis
7243,86,Lapostolle 2011 Casa Grand Selection Cabernet Sauvignon (Rapel Valley),"Heavy, baked aromas of black plum, berry and rubber are dense and chunky. This is big, grabby and tannic in feel, with grapey flavors of blackberry and earthy tobacco. A minty, round, soft finish is plump and grabby.",12.0,Cabernet Sauvignon,,,Rapel Valley,Chile,Lapostolle
7244,86,Lomas del Valle 2012 Coast Cool Climate Pinot Noir (Casablanca Valley),"Piercing sour raspberry aromas introduce an edgy, scratchy feeling wine with a combo of minty, herbal pie cherry and red plum flavors. This dries out and finishes modestly, but always with true Pinot Noir character.",17.0,Pinot Noir,,,Casablanca Valley,Chile,Lomas del Valle
7245,86,Vistamar 2011 Sepia Reserva Cabernet Sauvignon (Maipo Valley),"This Cabernet opens with a light whiff of green leafiness, then cola, berry and rhubarb notes appear. The mouthfeel is lively and crisp, with a shot of acidity in the midpalate sticking out. Slightly tart flavors of berry and cassis are spicy and herbal, while the finish is quick.",12.0,Cabernet Sauvignon,,,Maipo Valley,Chile,Vistamar
7246,86,François Lurton 2010 Hacienda Araucano Clos de Lolol Red (Lolol Valley),"A scratchy, fiery opening of juniper, cheesy leather and berry fruit aromas settles with airing. This is tannic as a bag of rocks, with toasty, herbal, dark-fruit flavors. Throughout this feels abrasive, hard and blocky, with a finish of spice and chocolate flavors roughened by hard residual tannins.",24.0,Red Blend,,,Lolol Valley,Chile,François Lurton
7291,90,Caliterra 2013 Tributo Single Vineyard Cabernet Sauvignon (Colchagua Valley),"Briary, herbal berry aromas are dry, earthy, foresty and show a note of olive. This Cab is full of life on the palate, with energy and good overall balance. Spicy flavors of baked plum, olive, herbs and tobacco finish long, with amplified oak. Drink now through 2018.",20.0,Cabernet Sauvignon,,,Colchagua Valley,Chile,Caliterra
7298,90,Lagar de Bezana 2013 Edición Limitada Syrah (Cachapoal Valley),"Dense, smoky aromas of well-toasted oak are lactic on impact, with blackberry and cassis scents in support. This is woody, resiny and tannic on the palate, which makes it rough now but bodes well for down the line. Charred, toasty oak and herbal blackberry flavors finish minty, with a speck of creosote. Drink through 2020.",33.0,Syrah,,,Cachapoal Valley,Chile,Lagar de Bezana
7313,87,Undurraga 2011 Aliwen Reserva Cabernet Sauvignon-Carmenère (Rapel Valley),"This opens hard and crusty, but with airing it softens as chocolate, plastic, creamy oak and spice aromas emerge. The palate is compact and fairly full bodied, with herbal, roasted, leathery tasting berry flavors that end with savory, oaky notes. Overall, this is a good blend of Cabernet and Carmenère.",13.0,Cabernet Sauvignon-Carmenère,,,Rapel Valley,Chile,Undurraga
7327,87,Casas del Bosque 2011 Reserva Chardonnay (Casablanca Valley),"While this Chardonnay is tropical and sweet as a whole, it's also an honest reflection of Casablanca. Aromas of honeyed apple, toast and peach are friendly, while the palate feels round and resiny, with solid core acidity. Apple, sweet melon, honey and toast flavors precede a finish where oak rises up and vies with residual tropical notes.",12.0,Chardonnay,,,Casablanca Valley,Chile,Casas del Bosque
7334,87,Concha y Toro 2010 Serie Riberas Gran Reserva Ribera del Tinguiririca Marchigue Malbec (Chile),"Herb and olive aromas give this Malbec a slightly green nose. There's a lot of body and acid once it hits the palate along with flavors of herbal berry, mint and pepper. This is sturdy, fully oaked and minty on the finish.",17.0,Malbec,,,Chile,Chile,Concha y Toro
7335,87,Concha y Toro 2011 Terrunyo Costa Los Boldos Vineyard Block 6 Riesling (Casablanca Valley),"This first-time Riesling from CyT delivers petrol/diesel aromas along with mild apple and peach scents on what amounts to a true, varietal nose. The palate has a punch-like, juicy feel that's fresh but light, while tropical flavors of lychee and mango end juicy but with weight.",,Riesling,,,Casablanca Valley,Chile,Concha y Toro
7404,90,Viña Pérez Cruz 2003 Cot Reserva Limited Edition Malbec (Maipo Valley),"It's not often that we come across Chilean Malbec (Cot) with several years of bottle age, but this offers that and a little more. The nose is pure, with herbal hints and plenty of sauvage character. Roundness and depth give it length on the palate, which is endowed with solid berry flavors and proper savory accents. A wine with personality that's drinking perfectly right now.",22.0,Malbec,,,Maipo Valley,Chile,Viña Pérez Cruz
7425,88,Santa Ema 2013 Amplus Cabernet Sauvignon (Maipo Valley),"Plum and raspberry aromas are herbal and slightly grassy. On the tongue, wiry acidity feels citric. Flavors of red plum, spiced cherry, tomato and herbs ride a road of choppy acidity and rough tannins to a bold finish. Drink through 2020.",24.0,Cabernet Sauvignon,,,Maipo Valley,Chile,Santa Ema
7426,88,Santa Ema 2013 Amplus Old Vine Carignan (Maule Valley),"This dark, muscular Carignan smells cool and earthy, with a heavy dose of unintegrated oak creating woodgrain and vanilla aromas. This feels full but shows structural gaps, while blackberry, clove and resiny, grainy flavors finish with tannic hardness and lasting woody flavors.",30.0,Carignan,,,Maule Valley,Chile,Santa Ema
7434,88,Valle Hermoso 2013 Elegido Gran Reserva Cabernet Sauvignon (Colchagua Valley),"Direct, woody aromas of cherry, raspberry and minerally crispness set up a medium-bodied palate housing round tannins. Ripe, loamy flavors of mixed berries exhibit a touch of raisin, which carries over to a peppery, blackened finish.",17.0,Cabernet Sauvignon,,,Colchagua Valley,Chile,Valle Hermoso
7446,88,Alto Los Romeros 2013 Gran Reserva Triumpheros Merlot (Colchagua Valley),"Toasty, roasted aromas of earthy plum and berry fruits set up a full-bodied but friendly palate of soft tannins. Dark, oaky, minty flavors of black fruits finish with peppery spice, good length and some heat.",19.0,Merlot,,,Colchagua Valley,Chile,Alto Los Romeros
7486,87,Siegel 2013 Crucero Collection Cabernet Sauvignon (Colchagua Valley),"Black cherry and cassis aromas include notes of tree bark, rooty spices and animal hide. This feels juicy and alert, while toasty black-fruit flavors are mild. Blackened, peppery notes are unchecked on the energetic finish.",13.0,Cabernet Sauvignon,,,Colchagua Valley,Chile,Siegel
7961,88,Aresti 2008 Trisquel Syrah (Maipo Valley),"Black cherry and cassis aromas are sweet and ripe. The palate is lively and shows zippy acids along with roasted berry flavors that are juicy due to the fresh acidity. Darkens up on the finish, showing coffee, chocolate and good length. Uncomplicated, fruity Syrah.",17.0,Syrah,,,Maipo Valley,Chile,Aresti
7966,88,J. & F. Lurton 2009 Hacienda Araucano Clos de Lolol Red (Lolol Valley),"Slightly clipped and hard on the bouquet, which is narrow and settles on berry fruit. Feels chunky and bottom-weighted, with dark flavors of black fruits, plum and boysenberry. Becomes more stylish with airing, but it's always fairly hard and compact in character.",23.0,Red Blend,,,Lolol Valley,Chile,J. & F. Lurton
7971,88,Oveja Negra 2011 Reserva Sauvignon Blanc-Carmenère White (Maule Valley),"Mild and appealing on the nose, with just enough citrus to convince you that it's Sauvignon Blanc. Solid and not at all spritzy or wild feeling, with gooseberry, lime and passion fruit flavors. Finishes pithy but true, with lasting citrus and green herb notes.",12.0,White Blend,,,Maule Valley,Chile,Oveja Negra
7978,88,Domaines Barons de Rothschild (Lafite) 2009 Le Dix de Los Vascos Red (Colchagua Valley),"Harmonious aromas of cassis, vanilla and mocha are inviting. The palate, however, seems narrow and high in acidity; it's grinding and choppy, with herbal, tangy flavors of berry and cassis mixed with tobacco and herbs. Finishes rough and scratchy, with a lasting olive flavor. A very good wine but not the best Le Dix by any means.",50.0,Cabernet Blend,,,Colchagua Valley,Chile,Domaines Barons de Rothschild (Lafite)
7981,88,Anakena 2009 Ona Cabernet Sauvignon-Carmenère-Syrah Red (Rapel Valley),"Dark and compact up front, with earth, blackberry, herbs and tobacco on the nose. Feels pure and bright, with staunch acidity pushing deep blackberry, cassis and spice flavors. Mellows on the finish, and overall it's a very nice mixture of Cabernet, Carmenère and Syrah.",15.0,Red Blend,,,Rapel Valley,Chile,Anakena
8050,88,Misiones de Rengo 2011 Gran Reserva Cuvée Chardonnay (Leyda Valley),"Peach, apple and pear aromas are smooth and easy to like. The mouthfeel is juicy and fresh, which Leyda Valley is known for, while the flavors of citrus, apple and nectarine come with acid-driven snap. As a whole, this is more fruity and focused than oaky and heavy.",20.0,Chardonnay,,,Leyda Valley,Chile,Misiones de Rengo
8061,88,Viña La Rosa 2010 La Capitana Barrel Reserve Carmenère (Cachapoal Valley),"This is a full and chunky wine, with thick blackberry and varietally correct herb aromas. The palate has a firm feel and good texture, while the flavors of herb, chocolate, pepper and black fruit settle on a secure, fresh and lively finish.",17.0,Carmenère,,,Cachapoal Valley,Chile,Viña La Rosa
8320,87,Santa Luz 2013 Gran Corte Red (Colchagua Valley),"A heavy oak character controls the nose, and with it comes aromas of sawdust, vanilla, cocoa and raspberry. This feels a bit sticky and creamy, while palpable oak returns on the palate and creates vanilla, pepper and chocolate flavors. Heat, high acidity and peppery spice work the finish on this blend of Cabernet Sauvignon, Carmenère and Syrah.",40.0,Red Blend,,,Colchagua Valley,Chile,Santa Luz
8323,87,Tres Palacios 2013 Family Vintage Carmenère (Maipo Valley),"Aromas of tomato sauce and fresh green herbs set up true-to-Carmenère flavors of salty, herbal plum and berry. On the finish, typical varietal flavors of olive, herbs and spice are saucy.",18.0,Carmenère,,,Maipo Valley,Chile,Tres Palacios
8324,87,Ventisquero 2013 Reserva Cabernet Sauvignon (Maipo Valley),"Chunky, herbal berry and plum aromas are the introduction. A tight, grabby, tannic palate delivers herbal plum and berry flavors backed by scratchy tannins. Overall, this is a good and fair rendition of Chilean Cabernet.",13.0,Cabernet Sauvignon,,,Maipo Valley,Chile,Ventisquero
8329,87,Concha y Toro 2014 Casillero del Diablo Reserva Privada Cabernet Sauvignon (Maipo Valley),"Piercing aromas of red-berry fruits and red-apple skins are a touch rough but improve with airing. This feels fresh, medium in size, and tastes of herbal plum and cherry prior to a lightly herbal finish.",16.0,Cabernet Sauvignon,,,Maipo Valley,Chile,Concha y Toro
8330,87,Concha y Toro 2014 Reserva Casillero del Diablo Malbec (Central Valley),"Although this opens with aromatic notes of inner tube and iodine, airing reveals dry herb scents and medicinal cherry and berry aromas. With proper weight and balance, this basic Malbec tastes of cherry cough drop and plum, with a dash of green herbs.",11.0,Malbec,,,Central Valley,Chile,Concha y Toro
8334,93,Errazuriz 2011 Don Maximiano Founder's Reserva Red (Aconcagua Valley),"Smooth, deep aromas of berry, spice, earth and minerals are rolled into a pure, harmonious whole. This Cabernet Sauvignon-led blend is racy, clean and layered on the tongue, while oaky flavors of vanilla and cream are backed by ribald blackberry and cassis. The elegant finish is potent and deep. Drink through 2020.",90.0,Red Blend,,,Aconcagua Valley,Chile,Errazuriz
8335,93,Errazuriz 2011 Viñedo Chadwick Cabernet Sauvignon (Maipo Valley),"Confident, smoky aromas of black fruits, quality oak and minerality set up a round, dense, smooth palate that's as elegant as things get in Chile. True Cabernet Sauvignon flavors are spicy, lightly herbal and suggest licorice, cassis and blackberry. On the finish, warm oak, menthol and medicinal flavors call for another few years in bottle. Best from 2016–2023.",400.0,Cabernet Sauvignon,,,Maipo Valley,Chile,Errazuriz
8359,93,Viña el Principal 2010 Andetelmo Red (Maipo Valley),"Bold berry, herb and olive aromas seem typically Chilean. This Cabernet Sauvignon-based blend, with 17% Petit Verdot, is round but firm, with superb structure and potency. Flavors of baking spices, herbs and rooty black fruits finish long, smooth and oaky. This is a sexy, polished, dark-tinted wine to drink through 2022.",54.0,Bordeaux-style Red Blend,,,Maipo Valley,Chile,Viña el Principal
8388,87,Leyda 2015 Lot 5 Chardonnay (Leyda Valley),"Aromas of starched sheets and lanolin show a hint of apple. This feels rather lean and similar to soda: there isn't much body to it. Tropical melony flavors are oaky, and the finish turns downright woody and sweet like canned pineapple.",40.0,Chardonnay,,,Leyda Valley,Chile,Leyda
8398,87,Indomita 2015 Zardoz Cabernet Sauvignon-Carmenère (Maipo Valley),"Although this smells raw, woody and even a bit citric, sometimes a red wine that's not over the top is in order, and this Cabernet Sauvignon-Carmenère blend fits that bill. A tight lean racy palate offers flavors of red citric fruits, oak and herbs. Barrel spice is dominant on a tight energetic finish.",25.0,Cabernet Sauvignon-Carmenère,,,Maipo Valley,Chile,Indomita
8401,87,Balduzzi 2016 Reserva Sauvignon Blanc (Maule Valley),"Snappy grapefruit and tangerine aromas are clean and crisp. That also describes the palate on this Maule Valley SB. Fairly intense flavors of lemon-lime and grapefruit cruise across a racy, unbroken finish.",11.0,Sauvignon Blanc,,,Maule Valley,Chile,Balduzzi
8410,87,Cono Sur 2015 Reserva Especial Pinot Noir (San Antonio),"Earthy spicy aromas of tea and leather frame herbal berry and cherry notes. This has a fresh jumpy palate and snappy flavors of spiced pie cherry, plum and oak-based vanilla. A bit of saltiness rises up on a juicy, racy finish.",15.0,Pinot Noir,,,San Antonio,Chile,Cono Sur
8419,89,Matetic 2010 EQ Chardonnay (San Antonio),"Toasty and mellow on the nose, with aromas of baked apple and papaya. It feels good, with lively acidity that boosts the wine's core texture. Meanwhile, flavors of toasted apple and quince get richness from vanilla and oak accents. Long, viscous and baked on the finish.",26.0,Chardonnay,,,San Antonio,Chile,Matetic
8432,89,Concha y Toro 2009 Terrunyo Entre Cordilleras Peumo Vineyard Carmenère (Peumo),"This has a dense bouquet, with aromas of beet, clove, mint, tomato and berry fruit. The mouthfeel is rich and saturated, with a rawness that didn't exist in prior years. Flavors of mixed herb, earth and savory berry end with a long finish.",38.0,Carmenère,,,Peumo,Chile,Concha y Toro
8440,89,Viña Casablanca 2010 Nimbus Single Vineyard Pinot Noir (Casablanca Valley),"Baked red-fruit aromas come with tea, orange peel, rubber and creamy milk-chocolate accents. The palate feels complete, with a friendly creaminess that supports the strawberry, plum and vanilla flavors. This is a balanced wine that's fresh and ready to drink.",23.0,Pinot Noir,,,Casablanca Valley,Chile,Viña Casablanca
8490,88,Viñedos Organicos Emiliana 2007 Natura Chardonnay (Casablanca Valley),"This is a fulfilling unoaked, organic wine from Chile's cool Casablanca Valley. This quaffable Chard focuses on pure citrus, grapefruit and peach flavors. There's a touch of natural sweetness but with no oak there's no butter, fat or flab. Breaks the mold and opens the door to a whole other style of Chardonnay.",10.0,Chardonnay,,,Casablanca Valley,Chile,Viñedos Organicos Emiliana
8503,88,Concha y Toro 2005 Amelia Chardonnay (Casablanca Valley),"Sort of heavy, with touches of baked corn and hay. But it also has nice baked apple flavors and pretty good oak. On the finish, there's vanilla, almond, citrus and apple, and then very late comes hazelnut and even more vanilla. Drink now; it's not going to last much longer.",35.0,Chardonnay,,,Casablanca Valley,Chile,Concha y Toro
8511,90,Undurraga 2008 Altazor Red (Maipo Valley),"Fiery on first blush, this then displays aromas of plum, leather, tobacco and cheesy oak. It feels fresh and not the least bit fat or flabby, with cassis, raspberry, olive, cocoa and mint flavors. The finish is composed, dry and lightly herbal. A blend of Cabernet Sauvignon, Carmenère, Syrah and Carignan.",60.0,Red Blend,,,Maipo Valley,Chile,Undurraga
8514,90,Viña Requingua 2007 Potro de Piedra Family Reserve Cabernet Sauvignon-Cabernet Franc (Curicó Valley),"A classic Chilean Cabernet Sauvignon with aromas of lemon peel, olive and leafy fruit. It shows major structure, tannic framework and dry, herbal flavors of cassis and cherry. Long, fruity, toasty and just slightly rustic. Drink now–2012.",25.0,Cabernet Sauvignon-Cabernet Franc,,,Curicó Valley,Chile,Viña Requingua
8565,84,G7 2015 The 7th Generation Estate Bottled Sauvignon Blanc (Central Valley),"Aromas of papaya and melon are hit with a slight sulfuric note. This feels plump, with mild citric acidity. Flavors of grapefruit, lime and grass are green and bright, but turn pithy on the finish.",8.0,Sauvignon Blanc,,,Central Valley,Chile,G7
8578,83,Mancura 2012 Reserva Guardián Carignan (Maule Valley),"A hard, grinding scent of road tar is out front on a mostly fruitless nose. This feels choppy and in search of balance. Gritty, herbaceous plum flavors finish with only modest fruit notes.",12.0,Carignan,,,Maule Valley,Chile,Mancura
8580,83,G7 2015 The 7th Generation Chardonnay (Central Valley),"Scents of tropical of mango and banana are offset by a hint of citrus. Creamy and soft on the palate, this tastes of lime and green herbs. A banana flavor carries the finish.",10.0,Chardonnay,,,Central Valley,Chile,G7
8584,83,François Lurton 2014 Hacienda Araucano Clos de Lolol White (Lolol Valley),"For this critic, this blend of Sauvignon Blanc and Chardonnay isn't working. For starters, it's severely oaked, such that the palate feels creamy, sticky and heavy. Flavors of oak resin and mushy melon end flat, sticky and cloying.",20.0,White Blend,,,Lolol Valley,Chile,François Lurton
8633,82,Polkura 2012 Aylin Sauvignon Blanc (Leyda Valley),"Bell pepper and cactus aromas announce greenness. It's also dilute in texture, with cucumber and arugula flavors. Not only is this high on pyrazines, it's past its prime.",14.0,Sauvignon Blanc,,,Leyda Valley,Chile,Polkura
8634,82,Alta Delta 2011 Cabernet Sauvignon (Curicó Valley),"Earthy, foresty, green aromas precede a round palate with stemmy flavors matched by a burnt, lightly bitter aftertaste.",11.0,Cabernet Sauvignon,,,Curicó Valley,Chile,Alta Delta
8707,92,Alcance 2013 Bravura Red (Maipo Valley),"On the nose, this blend of Cabernet Sauvignon, Carmenère and Petit Verdot smells of spicy berry fruits and black plum along with chocolate and cedar. The palate is a touch drawing and tannic, but in no way harsh or impeding. Spicy black-fruit flavors include notes of olive and herbs, while the finish delivers more of the same. Drink through 2022.",50.0,Red Blend,,,Maipo Valley,Chile,Alcance
8754,89,Emiliana 2007 Novas Limited Selection Cabernet Sauvignon-Merlot (Central Valley),"Rich and baked smelling, with hints of marzipan, tobacco, earth and black fruits. Feels chewy and deep, with fresh acidity and bright cassis, black cherry and blackberry flavors touched up by chocolate and spice. Penetrating and choppy on the finish; 70% Cabernet with 30% Merlot. Drink now through 2013.",17.0,Cabernet Sauvignon-Merlot,,,Central Valley,Chile,Emiliana
8848,87,Santa Carolina 2015 Reserva Sauvignon Blanc (Leyda Valley),"Aromas of passion fruit, grapefruit, lime and bell pepper are textbook for the region. This feels fresh as a whistle, with pyrazine-led bell pepper, green bean and lime flavors. Additional notes of bell pepper, with hints of white pepper drive the finish on this crisp, refreshing Sauvignon Blanc.",11.0,Sauvignon Blanc,,,Leyda Valley,Chile,Santa Carolina
8849,87,Santa Ema 2013 Reserve Cabernet Sauvignon (Maipo Valley),"Black-fruit aromas of cassis and boysenberry are not overdone nor overoaked. Thie palate feels somewhat spiky and acidic, with a tartaric bite. A flavor profile comprised of salty berry fruits finishes briny and herbal, with good weight and balance.",15.0,Cabernet Sauvignon,,,Maipo Valley,Chile,Santa Ema
8857,87,Mancura 2012 Gran Reserva Red (Casablanca Valley),"Herbal, briary raspberry and plum aromas come with a green hint of eucalyptus as well as leather. This Syrah-led blend is grabby and showing tannic grip. Flavors of briny red fruits, herbal notes and olive end with roasted overtones and rubbery tannins.",16.0,Red Blend,,,Casablanca Valley,Chile,Mancura
8867,87,Viña Maipo 2013 Gran Devoción Red (Maule Valley),"Traditional Maipo Valley aromas of eucalyptus and wild herbs form the opening, while spicy, oaky shadings fill out the bouquet on this Cabernet-led blend that contains 15% Syrah. A full, oaky palate is lively, while heavily herbal, briny flavors of olive and tobacco confirm the wine's Chilean character.",18.0,Red Blend,,,Maule Valley,Chile,Viña Maipo
9035,87,Morandé 2001 Terrarum Carmenère (Maipo Valley),"Rustic, as Carmenère should be, this single-valley offering is a good drink-with-barbecue bet. Bark, dark berries and chocolatey aromas show on the nose; earth and black fruit dominate the full, low-acid palate. Woodsy, briary notes and ample spice give oomph to the juicy berry finish.",9.0,Carmenère,,,Maipo Valley,Chile,Morandé
9115,88,Indomita 2011 Duette Cabernet Sauvignon-Carmenère (Maipo Valley),"Leathery, mossy aromas of dark-berry fruits lead to a bright, energetic, acid-driven palate with quality flavors of plum and spiced blackberry. This has zest and savory notes on the finish, and overall it's fresh in feel, tasty and not too demanding.",,Cabernet Sauvignon-Carmenère,,,Maipo Valley,Chile,Indomita
9145,86,Bodega Volcanes de Chile 2011 Summit 2900 Reserva Cabernet Sauvignon (Rapel Valley),"Dry, spicy, leathery aromas are herbal but solid. This feels full and balanced but rudimentary, with cherry, cassis, chocolate and herbal flavors. A finish of dark-fruit flavors comes with overt oak notes, peppery spice and heat.",13.0,Cabernet Sauvignon,,,Rapel Valley,Chile,Bodega Volcanes de Chile
9210,82,Indomita 2009 Duette Single Vineyard Cabernet Sauvignon-Carmenère (Maipo Valley),"Scratchy and dry on the nose, this turns lean and borderline sour in the mouth, with acidity running the show. Very zesty, with mild oak influence, this is a blend of 60% Cabernet Sauvignon and 40% Carmenère.",20.0,Cabernet Sauvignon-Carmenère,,,Maipo Valley,Chile,Indomita
9215,82,Casa Silva 2009 Angostura Gran Reserva Merlot (Colchagua Valley),"This is charred and burnt smelling, with a rubbery, hickory aroma that covers up the wine's cherry and berry scents. The palate bears flavors of raspberry, pie cherry and green herb, finishing quick as a flash, with tannic residue.",22.0,Merlot,,,Colchagua Valley,Chile,Casa Silva
